DATE,SET50,SET50_TRI
2/1/2013,954.41,
3/1/2013,953.05,
4/1/2013,958.42,
7/1/2013,956.17,
8/1/2013,956.61,
9/1/2013,959.45,
10/1/2013,947.1,
11/1/2013,950.08,
14/1/2013,957.21,
15/1/2013,953.81,
16/1/2013,946.73,
17/1/2013,949.84,
18/1/2013,959.56,
21/1/2013,963.1,
22/1/2013,960.22,
23/1/2013,965.24,
24/1/2013,969.81,
25/1/2013,977.53,
28/1/2013,984.52,
29/1/2013,989.92,
30/1/2013,1000.25,
31/1/2013,988.21,
1/2/2013,1005.09,
4/2/2013,1009.27,
5/2/2013,1007.88,
6/2/2013,1001.02,
7/2/2013,999.93,
8/2/2013,995.9,
11/2/2013,986.18,
12/2/2013,983.68,
13/2/2013,1004.05,
14/2/2013,1012.43,
15/2/2013,1006.06,
18/2/2013,1004.82,
19/2/2013,1011.33,
20/2/2013,1021.05,
21/2/2013,1007.13,
22/2/2013,1014.25,
26/2/2013,1004.67,
27/2/2013,994.37,
28/2/2013,1014.03,
1/3/2013,1013.15,
4/3/2013,1014.2,
5/3/2013,1018.94,
6/3/2013,1024.14,
7/3/2013,1022.64,
8/3/2013,1025.72,
11/3/2013,1032.33,
12/3/2013,1032.74,
13/3/2013,1033.34,
14/3/2013,1038.12,
15/3/2013,1045.26,
18/3/2013,1041.27,
19/3/2013,1029.44,
20/3/2013,1016.01,
21/3/2013,1008.14,
22/3/2013,977.04,
25/3/2013,1002.43,
26/3/2013,1015.99,
27/3/2013,1025.96,
28/3/2013,1014.98,
29/3/2013,1024.92,
1/4/2013,1017.35,
2/4/2013,1021.89,
3/4/2013,1004.67,
4/4/2013,1010.71,
5/4/2013,982.48,
9/4/2013,971.41,
10/4/2013,984.77,
11/4/2013,1002.02,
12/4/2013,1007.45,
17/4/2013,1003.73,
18/4/2013,1008.83,
19/4/2013,1018.36,
22/4/2013,1027.92,
23/4/2013,1021.18,
24/4/2013,1024.94,
25/4/2013,1039.46,
26/4/2013,1044.82,
29/4/2013,1046.12,
30/4/2013,1055.62,
2/5/2013,1050.48,
3/5/2013,1042.7,
7/5/2013,1061.37,
8/5/2013,1071.05,
9/5/2013,1075.95,
10/5/2013,1076.13,
13/5/2013,1071.68,
14/5/2013,1074.35,
15/5/2013,1081.13,
16/5/2013,1072.89,
17/5/2013,1079.78,
20/5/2013,1092.27,
21/5/2013,1091.2,
22/5/2013,1081.69,
23/5/2013,1064.49,
27/5/2013,1053.5,
28/5/2013,1072.57,
29/5/2013,1058.59,
30/5/2013,1044.4,
31/5/2013,1029.01,
3/6/2013,1015.37,
4/6/2013,1028.91,
5/6/2013,1005.65,
6/6/2013,989,
7/6/2013,1007.39,
10/6/2013,1014.27,
11/6/2013,962.73,
12/6/2013,950.87,
13/6/2013,938.26,
14/6/2013,978.87,
17/6/2013,982.16,
18/6/2013,950.53,
19/6/2013,960.32,
20/6/2013,937.44,
21/6/2013,940.65,
24/6/2013,916.55,
25/6/2013,934.24,
26/6/2013,961.98,
27/6/2013,978.96,
28/6/2013,982.99,
2/7/2013,992,
3/7/2013,977,
4/7/2013,969,
5/7/2013,977.53,
8/7/2013,952.19,
9/7/2013,949.11,
10/7/2013,946.66,
11/7/2013,989.22,
12/7/2013,991.6,
15/7/2013,989.99,
16/7/2013,986.45,
17/7/2013,991.41,
18/7/2013,1010.46,
19/7/2013,1004.94,
23/7/2013,1027.39,
24/7/2013,1017.9,
25/7/2013,987.42,
26/7/2013,1002.93,
29/7/2013,986.13,
30/7/2013,971.85,
31/7/2013,966.03,
1/8/2013,977.47,
2/8/2013,966.98,
5/8/2013,970.19,
6/8/2013,973.34,
7/8/2013,972.45,
8/8/2013,983.96,
9/8/2013,969.7,
13/8/2013,989.86,
14/8/2013,992.98,
15/8/2013,986.83,
16/8/2013,981.08,
19/8/2013,947.7,
20/8/2013,931.47,
21/8/2013,918.82,
22/8/2013,919.82,
23/8/2013,908.97,
26/8/2013,903.47,
27/8/2013,883.9,
28/8/2013,873.62,
29/8/2013,885.07,
30/8/2013,882.98,
2/9/2013,903.5,
3/9/2013,898.13,
4/9/2013,889.33,
5/9/2013,897.31,
6/9/2013,913.56,
9/9/2013,951.35,
10/9/2013,957.77,
11/9/2013,970.21,
12/9/2013,956.7,
13/9/2013,957.25,
16/9/2013,989.37,
17/9/2013,988.56,
18/9/2013,982.43,
19/9/2013,1019.09,
20/9/2013,1017.3,
23/9/2013,983.2,
24/9/2013,968.7,
25/9/2013,982.96,
26/9/2013,973.13,
27/9/2013,967.51,
30/9/2013,940.88,
1/10/2013,959.71,
2/10/2013,959.29,
3/10/2013,974.66,
4/10/2013,973.12,
7/10/2013,962.87,
8/10/2013,978.53,
9/10/2013,979.02,
10/10/2013,991.92,
11/10/2013,996.01,
14/10/2013,997.23,
15/10/2013,1006.65,
16/10/2013,999.59,
17/10/2013,1002.85,
18/10/2013,1014.42,
21/10/2013,988.5,
22/10/2013,994.7,
24/10/2013,1001.3,
25/10/2013,992.01,
28/10/2013,988.57,
29/10/2013,992.83,
30/10/2013,977.09,
31/10/2013,987.06,
1/11/2013,977.27,
4/11/2013,949.84,
5/11/2013,967.41,
6/11/2013,982.61,
7/11/2013,975.97,
8/11/2013,960.68,
11/11/2013,962.39,
12/11/2013,965.95,
13/11/2013,957.5,
14/11/2013,966.27,
15/11/2013,971.07,
18/11/2013,974.16,
19/11/2013,966.06,
20/11/2013,960.66,
21/11/2013,940.41,
22/11/2013,927.07,
25/11/2013,923.3,
26/11/2013,927.55,
27/11/2013,937.53,
28/11/2013,927.29,
29/11/2013,935.22,
2/12/2013,938.8,
3/12/2013,945.88,
4/12/2013,939.42,
6/12/2013,928.98,
9/12/2013,934.34,
11/12/2013,935.79,
12/12/2013,925.03,
13/12/2013,912.95,
16/12/2013,904.51,
17/12/2013,911.88,
18/12/2013,922.32,
19/12/2013,919.45,
20/12/2013,916.83,
23/12/2013,904.57,
24/12/2013,905.31,
25/12/2013,909.6,
26/12/2013,891.45,
27/12/2013,883.4,
2/1/2014,833.29,
3/1/2014,829.89,
6/1/2014,837.68,
7/1/2014,861.63,
8/1/2014,859.35,
9/1/2014,860,
10/1/2014,858.25,
13/1/2014,880.7,
14/1/2014,887.93,
15/1/2014,871.02,
16/1/2014,888.02,
17/1/2014,883.94,
20/1/2014,879.05,
21/1/2014,880.84,
22/1/2014,879.59,
23/1/2014,894.11,
24/1/2014,898.88,
27/1/2014,878.55,
28/1/2014,865.18,
29/1/2014,863.61,
30/1/2014,857.5,
31/1/2014,866.34,
3/2/2014,879.72,
4/2/2014,865.23,
5/2/2014,867.11,
6/2/2014,878.27,
7/2/2014,879.69,
10/2/2014,874.88,
11/2/2014,879.09,
12/2/2014,892.57,
13/2/2014,890.01,
17/2/2014,906.24,
18/2/2014,901.09,
19/2/2014,896.85,
20/2/2014,883.3,
21/2/2014,883.06,
24/2/2014,881.56,
25/2/2014,883.16,
26/2/2014,883.56,
27/2/2014,894.16,
28/2/2014,899.51,
3/3/2014,909.96,
4/3/2014,913.94,
5/3/2014,917.59,
6/3/2014,916.04,
7/3/2014,916.97,
10/3/2014,912.28,
11/3/2014,923.94,
12/3/2014,917.68,
13/3/2014,928.86,
14/3/2014,928.1,
17/3/2014,931.77,
18/3/2014,928.8,
19/3/2014,922.81,
20/3/2014,920.22,
21/3/2014,919.32,
24/3/2014,912.35,
25/3/2014,917.34,
26/3/2014,921.49,
27/3/2014,919.06,
28/3/2014,929.84,
31/3/2014,935.76,
1/4/2014,943.93,
2/4/2014,950.66,
3/4/2014,946.18,
4/4/2014,946.53,
8/4/2014,936.94,
9/4/2014,938.35,
10/4/2014,944.06,
11/4/2014,943.45,
16/4/2014,952.63,
17/4/2014,957.23,
18/4/2014,957.17,
21/4/2014,960.25,
22/4/2014,961.2,
23/4/2014,966.5,
24/4/2014,964.83,
25/4/2014,953.36,
28/4/2014,956.25,
29/4/2014,956.51,
30/4/2014,959.51,
2/5/2014,964.36,
6/5/2014,952.73,
7/5/2014,951.52,
8/5/2014,935.41,
9/5/2014,935.41,
12/5/2014,932.7,
14/5/2014,946.78,
15/5/2014,946.88,
16/5/2014,955.52,
19/5/2014,959.26,
20/5/2014,946.5,
21/5/2014,950.46,
22/5/2014,950.59,
23/5/2014,944.13,
26/5/2014,937.07,
27/5/2014,938.09,
28/5/2014,945.08,
29/5/2014,948.66,
30/5/2014,952.2,
2/6/2014,971.73,
3/6/2014,982.07,
4/6/2014,978.32,
5/6/2014,980.11,
6/6/2014,983.64,
9/6/2014,982.07,
10/6/2014,990.66,
11/6/2014,985.56,
12/6/2014,979.28,
13/6/2014,977.89,
16/6/2014,990.03,
17/6/2014,988.25,
18/6/2014,974.78,
19/6/2014,981.66,
20/6/2014,984.82,
23/6/2014,985.71,
24/6/2014,979.83,
25/6/2014,985.87,
26/6/2014,992.67,
27/6/2014,997.61,
30/6/2014,999.62,
2/7/2014,1002.53,
3/7/2014,1002.99,
4/7/2014,1003.64,
7/7/2014,1009.18,
8/7/2014,1013.82,
9/7/2014,1013.12,
10/7/2014,1021.06,
14/7/2014,1029.68,
15/7/2014,1026.21,
16/7/2014,1029.54,
17/7/2014,1033.07,
18/7/2014,1030.19,
21/7/2014,1031.65,
22/7/2014,1019.72,
23/7/2014,1033.86,
24/7/2014,1034.98,
25/7/2014,1033.82,
28/7/2014,1028.27,
29/7/2014,1018.53,
30/7/2014,1019.4,
31/7/2014,1006.97,
1/8/2014,1005.23,
4/8/2014,1019.45,
5/8/2014,1025.51,
6/8/2014,1021.42,
7/8/2014,1021.71,
8/8/2014,1018.47,
13/8/2014,1038.63,
14/8/2014,1036.64,
15/8/2014,1039.38,
18/8/2014,1035.54,
19/8/2014,1035.7,
20/8/2014,1041.56,
21/8/2014,1040.8,
22/8/2014,1043.55,
25/8/2014,1048.53,
26/8/2014,1046.19,
27/8/2014,1049.71,
28/8/2014,1044.4,
29/8/2014,1044.25,
1/9/2014,1046.14,
2/9/2014,1047.85,
3/9/2014,1058.83,
4/9/2014,1056.87,
5/9/2014,1059.57,
8/9/2014,1059.3,
9/9/2014,1058.47,
10/9/2014,1057.77,
11/9/2014,1056.05,
12/9/2014,1056.21,
15/9/2014,1053.01,
16/9/2014,1043.58,
17/9/2014,1048.39,
18/9/2014,1056.78,
19/9/2014,1057.43,
22/9/2014,1061.18,
23/9/2014,1062.16,
24/9/2014,1062.76,
25/9/2014,1063.18,
26/9/2014,1069.08,
29/9/2014,1056.5,
30/9/2014,1057.22,
1/10/2014,1057.88,
2/10/2014,1047.78,
3/10/2014,1047.12,
6/10/2014,1031.32,
7/10/2014,1028.87,
8/10/2014,1029.19,
9/10/2014,1041.7,
10/10/2014,1034.96,
13/10/2014,1025.06,
14/10/2014,1028.32,
15/10/2014,1026.57,
16/10/2014,1012.23,
17/10/2014,1014.58,
20/10/2014,1014.52,
21/10/2014,1014.79,
22/10/2014,1018.42,
24/10/2014,1022.37,
27/10/2014,1026.29,
28/10/2014,1031.73,
29/10/2014,1035.26,
30/10/2014,1037.37,
31/10/2014,1053.22,
3/11/2014,1051.08,
4/11/2014,1056.34,
5/11/2014,1050.6,
6/11/2014,1053.45,
7/11/2014,1051.69,
10/11/2014,1043.22,
11/11/2014,1047.51,
12/11/2014,1043.18,
13/11/2014,1054.49,
14/11/2014,1051.87,
17/11/2014,1046.33,
18/11/2014,1056.37,
19/11/2014,1053.86,
20/11/2014,1046.67,
21/11/2014,1055.78,
24/11/2014,1063.21,
25/11/2014,1070.59,
26/11/2014,1069.11,
27/11/2014,1074.8,
28/11/2014,1069.36,
1/12/2014,1069.03,
2/12/2014,1069.54,
3/12/2014,1068.93,
4/12/2014,1070.99,
8/12/2014,1055.73,
9/12/2014,1040.98,
11/12/2014,1018.38,
12/12/2014,1007.42,
15/12/2014,989.4,
16/12/2014,971.7,
17/12/2014,985.06,
18/12/2014,1013.14,
19/12/2014,1011.06,
22/12/2014,1028.22,
23/12/2014,1023.37,
24/12/2014,1020.37,
25/12/2014,1005.28,
26/12/2014,1010.61,
29/12/2014,1001.37,
30/12/2014,1001.01,
5/1/2015,987.4,
6/1/2015,980.5,
7/1/2015,998.05,
8/1/2015,1013.24,
9/1/2015,1017.87,
12/1/2015,1019.38,
13/1/2015,1020.22,
14/1/2015,1010.98,
15/1/2015,1009.97,
16/1/2015,1005.51,
19/1/2015,1019.92,
20/1/2015,1018.99,
21/1/2015,1019.07,
22/1/2015,1039.12,
23/1/2015,1073,
26/1/2015,1062.93,
27/1/2015,1061.12,
28/1/2015,1062.01,
29/1/2015,1056.23,
30/1/2015,1050.29,
2/2/2015,1051.38,
3/2/2015,1068.91,
4/2/2015,1066.1,
5/2/2015,1071.36,
6/2/2015,1074.39,
9/2/2015,1063.8,
10/2/2015,1057.54,
11/2/2015,1064.61,
12/2/2015,1070.5,
13/2/2015,1071.02,
16/2/2015,1064.75,
17/2/2015,1050.81,
18/2/2015,1061.45,
19/2/2015,1056.48,
20/2/2015,1058.77,
23/2/2015,1049.93,
24/2/2015,1052.61,
25/2/2015,1045.8,
26/2/2015,1051.1,
27/2/2015,1042.8,
2/3/2015,1039.47,
3/3/2015,1027.89,
5/3/2015,1022.09,
6/3/2015,1032.49,
9/3/2015,1027.02,
10/3/2015,1005.25,
11/3/2015,1015.94,
12/3/2015,1013.98,
13/3/2015,1012.25,
16/3/2015,996.39,
17/3/2015,997.43,
18/3/2015,1010.99,
19/3/2015,1012.18,
20/3/2015,1010.67,
23/3/2015,1006.03,
24/3/2015,1005.12,
25/3/2015,1002.56,
26/3/2015,992.82,
27/3/2015,993.33,
30/3/2015,993.27,
31/3/2015,997.66,
1/4/2015,1010.04,
2/4/2015,1015.3,
3/4/2015,1017.08,
7/4/2015,1027.62,
8/4/2015,1023.97,
9/4/2015,1023.65,
10/4/2015,1025.38,
16/4/2015,1043.73,
17/4/2015,1039.53,
20/4/2015,1033.75,
21/4/2015,1040.23,
22/4/2015,1024.61,
23/4/2015,1019.38,
24/4/2015,1028.41,
27/4/2015,1023.45,
28/4/2015,1011.87,
29/4/2015,1003.48,
30/4/2015,1006.1,
6/5/2015,1003.19,
7/5/2015,990.69,
8/5/2015,1001.04,
11/5/2015,996.27,
12/5/2015,986.51,
13/5/2015,994.61,
14/5/2015,993.03,
15/5/2015,1002.83,
18/5/2015,1001.25,
19/5/2015,1012.71,
20/5/2015,1005.98,
21/5/2015,1010.71,
22/5/2015,1007.68,
25/5/2015,996.05,
26/5/2015,989.31,
27/5/2015,991.39,
28/5/2015,985.15,
29/5/2015,985.37,
2/6/2015,972.01,
3/6/2015,975.93,
4/6/2015,981.86,
5/6/2015,994.33,
8/6/2015,993.57,
9/6/2015,981.38,
10/6/2015,991.38,
11/6/2015,999.1,
12/6/2015,992.39,
15/6/2015,986.87,
16/6/2015,987.79,
17/6/2015,996.87,
18/6/2015,991.03,
19/6/2015,978.69,
22/6/2015,989.51,
23/6/2015,988.05,
24/6/2015,999.93,
25/6/2015,1000.75,
26/6/2015,999.11,
29/6/2015,995.93,
30/6/2015,989.21,
2/7/2015,980.19,
3/7/2015,979.1,
6/7/2015,968.48,
7/7/2015,975.23,
8/7/2015,964.62,
9/7/2015,967.42,
10/7/2015,977.57,
13/7/2015,980.28,
14/7/2015,977.29,
15/7/2015,976.71,
16/7/2015,974.29,
17/7/2015,972.51,
20/7/2015,964.19,
21/7/2015,952.25,
22/7/2015,953.4,
23/7/2015,948.67,
24/7/2015,943.07,
27/7/2015,926.1,
28/7/2015,926.83,
29/7/2015,933.59,
31/7/2015,950.42,
3/8/2015,949.76,
4/8/2015,941.36,
5/8/2015,943.86,
6/8/2015,937.69,
7/8/2015,935.41,
10/8/2015,928.25,
11/8/2015,918.65,
13/8/2015,918.71,
14/8/2015,924.79,
17/8/2015,919.88,
18/8/2015,894.25,
19/8/2015,896.73,
20/8/2015,889.57,
21/8/2015,885.8,
24/8/2015,840.84,
25/8/2015,861.52,
26/8/2015,857.24,
27/8/2015,886.24,
28/8/2015,893.77,
31/8/2015,905.68,
1/9/2015,888.92,
2/9/2015,897.69,
3/9/2015,903.56,
4/9/2015,892.34,
7/9/2015,891.87,
8/9/2015,897.65,
9/9/2015,909.87,
10/9/2015,908.29,
11/9/2015,897.13,
14/9/2015,894.25,
15/9/2015,889.97,
16/9/2015,898.3,
17/9/2015,904.51,
18/9/2015,903.24,
21/9/2015,905.38,
22/9/2015,894.23,
23/9/2015,888.9,
24/9/2015,887.9,
25/9/2015,890.47,
28/9/2015,872.24,
29/9/2015,868.04,
30/9/2015,868.71,
1/10/2015,867.23,
2/10/2015,868.39,
5/10/2015,881.81,
6/10/2015,888.08,
7/10/2015,908.45,
8/10/2015,907.17,
9/10/2015,921.2,
12/10/2015,920.43,
13/10/2015,916.17,
14/10/2015,909.47,
15/10/2015,923.53,
16/10/2015,919.63,
19/10/2015,916.82,
20/10/2015,915.72,
21/10/2015,914.31,
22/10/2015,914.68,
26/10/2015,921.25,
27/10/2015,921.45,
28/10/2015,910.86,
29/10/2015,897.73,
30/10/2015,899.52,
2/11/2015,915.6,
3/11/2015,913.52,
4/11/2015,921.61,
5/11/2015,913.3,
6/11/2015,914.02,
9/11/2015,903.93,
10/11/2015,898.99,
11/11/2015,893.76,
12/11/2015,889.79,
13/11/2015,888.1,
16/11/2015,892.91,
17/11/2015,892.68,
18/11/2015,882.73,
19/11/2015,888.57,
20/11/2015,895.84,
23/11/2015,895.29,
24/11/2015,888.18,
25/11/2015,886.19,
26/11/2015,874.82,
27/11/2015,872.72,
30/11/2015,869.38,
1/12/2015,870.09,
2/12/2015,857.35,
3/12/2015,861.42,
4/12/2015,855.76,
8/12/2015,837.43,
9/12/2015,830.85,
11/12/2015,818.69,
14/12/2015,810.64,
15/12/2015,833.49,
16/12/2015,832.29,
17/12/2015,836.95,
18/12/2015,816.37,
21/12/2015,801.81,
22/12/2015,802.23,
23/12/2015,810.78,
24/12/2015,816.42,
25/12/2015,815.07,
28/12/2015,815.37,
29/12/2015,811.78,
30/12/2015,813.55,
4/1/2016,794.95,
5/1/2016,785.72,
6/1/2016,790.02,
7/1/2016,761.75,
8/1/2016,777.88,
11/1/2016,769.81,
12/1/2016,786.13,
13/1/2016,803.9,
14/1/2016,789.91,
15/1/2016,773.46,
18/1/2016,771.71,
19/1/2016,790.51,
20/1/2016,775.54,
21/1/2016,775.07,
22/1/2016,793.57,
25/1/2016,794.17,
26/1/2016,794.42,
27/1/2016,802.65,
28/1/2016,813.29,
29/1/2016,826.21,
1/2/2016,821.82,
2/2/2016,810.85,
3/2/2016,816.62,
4/2/2016,821.3,
5/2/2016,828.28,
8/2/2016,825.48,
9/2/2016,821.52,
10/2/2016,822.04,
11/2/2016,804.55,
12/2/2016,804.38,
15/2/2016,812.74,
16/2/2016,814.1,
17/2/2016,814.71,
18/2/2016,822.03,
19/2/2016,844.43,
23/2/2016,848.5,
24/2/2016,851.36,
25/2/2016,851.17,
26/2/2016,859.51,
29/2/2016,851.02,
1/3/2016,865.4,
2/3/2016,879.95,
3/3/2016,890.96,
4/3/2016,889.89,
7/3/2016,905.47,
8/3/2016,887.92,
9/3/2016,900.49,
10/3/2016,887.86,
11/3/2016,899.73,
14/3/2016,899.54,
15/3/2016,889.12,
16/3/2016,883.15,
17/3/2016,886.31,
18/3/2016,888.84,
21/3/2016,898.86,
22/3/2016,902.1,
23/3/2016,913.76,
24/3/2016,907.57,
25/3/2016,897.5,
28/3/2016,893.29,
29/3/2016,895.07,
30/3/2016,908.79,
31/3/2016,905.93,
1/4/2016,899.39,
4/4/2016,897.12,
5/4/2016,874.04,
7/4/2016,860.01,
8/4/2016,870.6,
11/4/2016,868.59,
12/4/2016,880.09,
18/4/2016,890.08,
19/4/2016,904.35,
20/4/2016,902.84,
21/4/2016,909.05,
22/4/2016,898.04,
25/4/2016,895.77,
26/4/2016,903.05,
27/4/2016,897.16,
28/4/2016,887.53,
29/4/2016,891.83,
3/5/2016,886.63,
4/5/2016,882.15,
9/5/2016,886.96,
10/5/2016,882.86,
11/5/2016,874.54,
12/5/2016,890.37,
13/5/2016,885.9,
16/5/2016,889.02,
17/5/2016,899.47,
18/5/2016,894.93,
19/5/2016,883.91,
23/5/2016,881.8,
24/5/2016,882.25,
25/5/2016,891.68,
26/5/2016,893.78,
27/5/2016,903.13,
30/5/2016,911.91,
31/5/2016,911.11,
1/6/2016,903.25,
2/6/2016,907.14,
3/6/2016,916.77,
6/6/2016,920.9,
7/6/2016,921.02,
8/6/2016,923.13,
9/6/2016,914.25,
10/6/2016,909.42,
13/6/2016,902.39,
14/6/2016,906.77,
15/6/2016,911.4,
16/6/2016,893.11,
17/6/2016,900.11,
20/6/2016,901.08,
21/6/2016,907.65,
22/6/2016,902.26,
23/6/2016,913.35,
24/6/2016,892.63,
27/6/2016,897.24,
28/6/2016,904.85,
29/6/2016,908.89,
30/6/2016,910.56,
4/7/2016,918.54,
5/7/2016,913.48,
6/7/2016,913.75,
7/7/2016,915.44,
8/7/2016,915.88,
11/7/2016,926.08,
12/7/2016,931.03,
13/7/2016,934.38,
14/7/2016,942.75,
15/7/2016,942.95,
20/7/2016,958.84,
21/7/2016,953.96,
22/7/2016,958.98,
25/7/2016,959.62,
26/7/2016,952.66,
27/7/2016,960.17,
28/7/2016,967.14,
29/7/2016,964.44,
1/8/2016,956.31,
2/8/2016,945.53,
3/8/2016,953.09,
4/8/2016,953.56,
5/8/2016,962.62,
8/8/2016,983.07,
9/8/2016,986.05,
10/8/2016,986.58,
11/8/2016,990.71,
15/8/2016,989.06,
16/8/2016,981.84,
17/8/2016,976.9,
18/8/2016,987.73,
19/8/2016,981.26,
22/8/2016,982.53,
23/8/2016,981.17,
24/8/2016,986.2,
25/8/2016,983.53,
26/8/2016,987.29,
29/8/2016,982.53,
30/8/2016,983.07,
31/8/2016,983.26,
1/9/2016,978.17,
2/9/2016,964.44,
5/9/2016,949.11,
6/9/2016,950.22,
7/9/2016,943.39,
8/9/2016,927.82,
9/9/2016,921.48,
12/9/2016,899.38,
13/9/2016,925.46,
14/9/2016,930.95,
15/9/2016,932.21,
16/9/2016,943.94,
19/9/2016,951.81,
20/9/2016,938.8,
21/9/2016,948.33,
22/9/2016,961.13,
23/9/2016,951.73,
26/9/2016,948.87,
27/9/2016,947.58,
28/9/2016,941.3,
29/9/2016,949.91,
30/9/2016,944.42,
3/10/2016,950.24,
4/10/2016,963.83,
5/10/2016,962.77,
6/10/2016,963.65,
7/10/2016,957.23,
10/10/2016,927.87,
11/10/2016,917.14,
12/10/2016,896.3,
13/10/2016,906.77,
14/10/2016,943.85,
17/10/2016,939.76,
18/10/2016,937.67,
19/10/2016,940.21,
20/10/2016,944.52,
21/10/2016,947.01,
25/10/2016,949.16,
26/10/2016,938.42,
27/10/2016,941.27,
28/10/2016,938.72,
31/10/2016,936.66,
1/11/2016,942.56,
2/11/2016,937.75,
3/11/2016,932.36,
4/11/2016,926.47,
7/11/2016,938.33,
8/11/2016,945.39,
9/11/2016,944.07,
10/11/2016,946.79,
11/11/2016,933.81,
14/11/2016,914.45,
15/11/2016,920.17,
16/11/2016,917.28,
17/11/2016,918.03,
18/11/2016,917.2,
21/11/2016,919.41,
22/11/2016,925.45,
23/11/2016,933.2,
24/11/2016,928.03,
25/11/2016,935.46,
28/11/2016,934.78,
29/11/2016,932.48,
30/11/2016,943.18,
1/12/2016,947.32,
2/12/2016,940.21,
6/12/2016,950.09,
7/12/2016,951.71,
8/12/2016,953.68,
9/12/2016,954.37,
13/12/2016,956.86,
14/12/2016,950.09,
15/12/2016,946.98,
16/12/2016,946.62,
19/12/2016,948.14,
20/12/2016,944.18,
21/12/2016,940.3,
22/12/2016,938.6,
23/12/2016,940.98,
26/12/2016,945.45,
27/12/2016,945.88,
28/12/2016,951.39,
29/12/2016,961.96,
30/12/2016,964.84,
4/1/2017,980.93,
5/1/2017,985.53,
6/1/2017,983.91,
9/1/2017,978.56,
10/1/2017,983.72,
11/1/2017,981.9,
12/1/2017,979.29,
13/1/2017,983.23,
16/1/2017,979.74,
17/1/2017,976.82,
18/1/2017,972.59,
19/1/2017,969.19,
20/1/2017,972.72,
23/1/2017,976.04,
24/1/2017,984.23,
25/1/2017,990.51,
26/1/2017,998.44,
27/1/2017,996.1,
30/1/2017,994.76,
31/1/2017,984.21,
1/2/2017,984.71,
2/2/2017,982.41,
3/2/2017,990.97,
6/2/2017,996.4,
7/2/2017,991.3,
8/2/2017,996.23,
9/2/2017,990.33,
10/2/2017,992.36,
14/2/2017,981.66,
15/2/2017,984.6,
16/2/2017,987.04,
17/2/2017,988.95,
20/2/2017,989.74,
21/2/2017,981.03,
22/2/2017,987.05,
23/2/2017,982.64,
24/2/2017,981.51,
27/2/2017,976.06,
28/2/2017,978.46,
1/3/2017,985.94,
2/3/2017,985.93,
3/3/2017,983.41,
6/3/2017,975.54,
7/3/2017,974.53,
8/3/2017,980.14,
9/3/2017,977.5,
10/3/2017,972.88,
13/3/2017,975.37,
14/3/2017,977.25,
15/3/2017,975.71,
16/3/2017,986.7,
17/3/2017,988.44,
20/3/2017,989.53,
21/3/2017,993.96,
22/3/2017,992.07,
23/3/2017,993.25,
24/3/2017,998.25,
27/3/2017,995.43,
28/3/2017,1000.4,
29/3/2017,997.63,
30/3/2017,1001.52,
31/3/2017,996.44,
3/4/2017,999.39,
4/4/2017,1000.98,
5/4/2017,1000.13,
7/4/2017,1003.26,
10/4/2017,1002.5,
11/4/2017,1003.25,
12/4/2017,1009.23,
17/4/2017,999.77,
18/4/2017,997.68,
19/4/2017,992.89,
20/4/2017,993.86,
21/4/2017,995.83,
24/4/2017,992.51,
25/4/2017,993.39,
26/4/2017,996.93,
27/4/2017,995.19,
28/4/2017,993.98,
2/5/2017,992.82,
3/5/2017,993.57,
4/5/2017,999.01,
5/5/2017,997.24,
8/5/2017,996.56,
9/5/2017,993.46,
11/5/2017,989.38,
12/5/2017,983.37,
15/5/2017,980.75,
16/5/2017,984.66,
17/5/2017,983.98,
18/5/2017,980.83,
19/5/2017,982.25,
22/5/2017,987.38,
23/5/2017,990.69,
24/5/2017,991.62,
25/5/2017,992.43,
26/5/2017,991.97,
29/5/2017,991.87,
30/5/2017,991.49,
31/5/2017,986.08,
1/6/2017,987.79,
2/6/2017,990.22,
5/6/2017,988.36,
6/6/2017,990.04,
7/6/2017,987.95,
8/6/2017,990.74,
9/6/2017,987.52,
12/6/2017,984.87,
13/6/2017,991.24,
14/6/2017,993.15,
15/6/2017,989.58,
16/6/2017,992.1,
19/6/2017,995.9,
20/6/2017,994.52,
21/6/2017,992.7,
22/6/2017,994.96,
23/6/2017,996.26,
26/6/2017,997.44,
27/6/2017,999.6,
28/6/2017,997.33,
29/6/2017,995.1,
30/6/2017,994.35,
3/7/2017,999.16,
4/7/2017,995.39,
5/7/2017,996.08,
6/7/2017,993.69,
7/7/2017,992.88,
11/7/2017,991.95,
12/7/2017,996.09,
13/7/2017,999.35,
14/7/2017,999.3,
17/7/2017,996.76,
18/7/2017,996.25,
19/7/2017,1000.22,
20/7/2017,998.59,
21/7/2017,998.19,
24/7/2017,1000.91,
25/7/2017,1005.53,
26/7/2017,1007.28,
27/7/2017,1007.08,
31/7/2017,1003.96,
1/8/2017,1002.77,
2/8/2017,1004.88,
3/8/2017,1002.69,
4/8/2017,1002.19,
7/8/2017,999.79,
8/8/2017,1002.4,
9/8/2017,999.47,
10/8/2017,1000.34,
11/8/2017,995.06,
15/8/2017,999.16,
16/8/2017,998.51,
17/8/2017,997.78,
18/8/2017,996.7,
21/8/2017,999.27,
22/8/2017,1001.85,
23/8/2017,1001.51,
24/8/2017,1003.56,
25/8/2017,1003.17,
28/8/2017,1010.57,
29/8/2017,1034.76,
30/8/2017,1034.65,
31/8/2017,1034.29,
